group,t,q,qd,tau_ext_true,r,tau_f_true
B,5.63,-0.27002571,0.40477281,-0.25513902,-0.075711729,0.15812595
B,5.64,-0.26640331,0.32003729,-0.26967963,-0.093021613,0.15656678
B,5.65,-0.26364372,0.23223723,-0.28315595,-0.10911778,0.15560594
B,5.66,-0.26178054,0.14035385,-0.29551477,-0.12320511,0.1588452
B,5.67,-0.26089145,0.03282416,-0.30670734,-0.12897666,0.2025237
B,5.68,-0.26085191,-0.0011676447,-0.31668947,-0.1741389,-0.24771512
B,5.69,-0.26085126,0.001283073,-0.32542177,-0.2505999,0.24749216
B,5.7,-0.26085514,0.0013780498,-0.33286978,-0.32095737,0.2473091
B,5.71,-0.26086623,0.00074692022,-0.33900411,-0.39202308,0.2485322
B,5.72,-0.26088528,-0.0033533538,-0.34380054,-0.46653011,-0.24358031
B,5.73,-0.26098457,-0.031320899,-0.34724015,-0.53285659,-0.20407672
B,5.74,-0.26189846,-0.16173576,-0.34930935,-0.53427518,-0.15717186
B,5.75,-0.26431677,-0.32094752,-0.35,-0.51961041,-0.15658199
B,5.76,-0.26832409,-0.47785422,-0.34930935,-0.51268412,-0.15956415
B,5.77,-0.27385947,-0.62595759,-0.34724015,-0.50970147,-0.16251952
B,5.78,-0.28081776,-0.76220172,-0.34380054,-0.50814348,-0.16524406
B,5.79,-0.289072,-0.88514337,-0.33900411,-0.50639709,-0.16770287
B,5.8,-0.29848653,-0.99439648,-0.33286978,-0.50390603,-0.16988793
B,5.81,-0.30892545,-1.0902403,-0.32542177,-0.49995026,-0.17180481
B,5.82,-0.32025775,-1.1733306,-0.31668947,-0.49488858,-0.17346661
B,5.83,-0.33236001,-1.2444949,-0.30670734,-0.4883793,-0.1748899
B,5.84,-0.34511733,-1.3045948,-0.29551477,-0.48029729,-0.1760919
B,5.85,-0.35842323,-1.3544395,-0.28315595,-0.47087193,-0.17708879
B,5.86,-0.37217883,-1.3947389,-0.26967963,-0.45992534,-0.17789478
B,5.87,-0.38629175,-1.4260828,-0.25513902,-0.44770989,-0.17852166
B,5.88,-0.40067491,-1.4489401,-0.23959149,-0.43418484,-0.1789788
B,5.89,-0.41524534,-1.4636687,-0.2230984,-0.41960793,-0.17927337
B,5.9,-0.42992316,-1.4705327,-0.20572484,-0.40373994,-0.17941065
B,5.91,-0.44463072,-1.4697219,-0.18753938,-0.38688131,-0.17939444
B,5.92,-0.45929201,-1.4613722,-0.16861379,-0.36905566,-0.17922744
B,5.93,-0.47383217,-1.4455846,-0.14902275,-0.35009847,-0.17891169
B,5.94,-0.48817724,-1.4224419,-0.12884359,-0.33064434,-0.17844884
B,5.95,-0.50225407,-1.392023,-0.10815595,-0.31019737,-0.17784046
B,5.96,-0.51599033,-1.3544144,-0.087041461,-0.28913078,-0.17708829
B,5.97,-0.52931462,-1.3097191,-0.06558346,-0.26738181,-0.17619438
B,5.98,-0.54215669,-1.2580631,-0.043866632,-0.2453907,-0.17516126
B,5.99,-0.55444768,-1.1996002,-0.021976682,-0.22285259,-0.173992
C,0,0,0,0,0,0
C,0.01,0.0034692798,0.663737,0,0.13685081,0.16327491
C,0.02,0.012818738,1.1767877,0,0.13819823,0.17353575
C,0.03,0.026602927,1.5558706,0,0.145648,0.18111741
C,0.04,0.043599592,1.8242483,0,0.15524818,0.18648497
C,0.05,0.062816288,2.0043485,0,0.16432373,0.19008697
C,0.06,0.083474903,2.1164764,0,0.17228486,0.19232953
C,0.07,0.10498669,2.1781622,0,0.17853422,0.19356324
C,0.08,0.12692319,2.2039518,0,0.18344138,0.19407904
C,0.09,0.14898655,2.2054897,0,0.18697818,0.19410979
C,0.1,0.17098179,2.1917772,0,0.18934824,0.19383554
C,0.11,0.19279203,2.1695227,0,0.19088587,0.19339045
C,0.12,0.21435752,2.1435246,0,0.19183534,0.19287049
C,0.13,0.23565843,2.1170455,0,0.19231223,0.19234091
C,0.14,0.25670126,2.0921569,0,0.19249301,0.19184314
C,0.15,0.27750852,2.0700383,0,0.1922999,0.19140077
C,0.16,0.29811106,2.0512285,0,0.19203342,0.19102457
C,0.17,0.31854277,2.0358275,0,0.19175005,0.19071655
C,0.18,0.33883701,2.0236543,0,0.19158927,0.19047309
C,0.19,0.35902441,2.0143654,0,0.19108297,0.19028731
C,0.2,0.37913173,2.0075405,0,0.19098184,0.19015081
C,0.21,0.39918139,2.0027413,0,0.19060718,0.19005483
C,0.22,0.41919151,1.9995493,0,0.19049123,0.18999099
C,0.23,0.43917621,1.9975887,0,0.19025703,0.18995177
C,0.24,0.45914615,1.9965369,0,0.19019153,0.18993074
C,0.25,0.47910901,1.9961275,0,0.19012424,0.18992255
C,0.26,0.49907011,1.9961484,0,0.19011009,0.18992297
C,0.27,0.51903288,1.9964365,0,0.18999843,0.18992873
C,0.28,0.53899936,1.9968708,0,0.1899252,0.18993742
C,0.29,0.55897054,1.9973653,0,0.18985771,0.18994731
C,0.3,0.57894672,1.9978622,0,0.1899675,0.18995724
C,0.31,0.59892772,1.9983251,0,0.18999203,0.1899665
C,0.32,0.61891309,1.9987337,0,0.19001238,0.18997467
C,0.33,0.63890222,1.9990791,0,0.18996887,0.18998158
C,0.34,0.65889449,1.9993606,0,0.18996905,0.18998721
C,0.35,0.67888926,1.999582,0,0.18994585,0.18999164
C,0.36,0.69888597,1.99975,0,0.18986087,0.189995
C,0.37,0.71888412,1.9998728,0,0.18988877,0.18999746
C,0.38,0.73888331,1.9999585,0,0.19004712,0.18999917
C,0.39,0.7588832,2.000015,0,0.19005747,0.1900003
C,0.4,0.77888354,2.0000492,0,0.1898822,0.19000098
C,0.41,0.79888413,2.000067,0,0.19005731,0.19000134
C,0.42,0.81888484,2.0000734,0,0.19004533,0.19000147
C,0.43,0.83888557,2.0000721,0,0.18998141,0.19000144
C,0.44,0.85888627,2.0000661,0,0.18994867,0.19000132
C,0.45,0.87888689,2.0000577,0,0.18997477,0.19000115
C,0.46,0.89888742,2.0000483,0,0.19003186,0.19000097
C,0.47,0.91888785,2.000039,0,0.19001686,0.19000078
C,0.48,0.9388882,2.0000304,0,0.19006591,0.19000061
C,0.49,0.95888847,2.0000229,0,0.18997847,0.19000046
C,0.5,0.97888866,2.0000165,0,0.1755458,0.19000033
C,0.51,0.990583,0.43005965,0,0.065504173,0.15861958
C,0.52,0.98934363,-0.55309164,0,0.052949419,-0.1610634
C,0.53,0.98036345,-1.2021141,0,-0.043913415,-0.17404228
C,0.54,0.96586855,-1.6642773,0,-0.098845965,-0.18328555
C,0.55,0.94753768,-1.9767822,0,-0.1317891,-0.18953564
C,0.56,0.92669278,-2.17354,0,-0.1528074,-0.1934708
C,0.57,0.90433869,-2.2839866,0,-0.16715224,-0.19567973
C,0.58,0.88121047,-2.3326619,0,-0.17699796,-0.19665324
C,0.59,0.85782233,-2.3392972,0,-0.18369524,-0.19678594
C,0.6,0.83451384,-2.3192127,0,-0.18834385,-0.19638425
C,0.61,0.81149132,-2.2838808,0,-0.19116752,-0.19567762
C,0.62,0.78886314,-2.2415527,0,-0.19277744,-0.19483105
C,0.63,0.76666882,-2.1978792,0,-0.19364294,-0.19395758
C,0.64,0.74490205,-2.1564841,0,-0.19393803,-0.19312968
C,0.65,0.72352835,-2.1194672,0,-0.19381288,-0.19238934
C,0.66,0.70249813,-2.0878268,0,-0.19337072,-0.19175654
C,0.67,0.68175592,-2.0618022,0,-0.19309485,-0.19123604
C,0.68,0.66124651,-2.041142,0,-0.19252213,-0.19082284
C,0.69,0.64091881,-2.0253059,0,-0.19208884,-0.19050612
C,0.7,0.62072796,-2.0136123,0,-0.19160265,-0.19027225
C,0.71,0.60063616,-2.0053399,0,-0.19126232,-0.1901068
C,0.72,0.58061277,-1.9997941,0,-0.19088883,-0.18999588
C,0.73,0.56063374,-1.9963465,0,-0.19050236,-0.18992693
C,0.74,0.54068093,-1.994455,0,-0.19043273,-0.1898891
C,0.75,0.5207411,-1.99367,0,-0.19028574,-0.1898734
C,0.76,0.50080509,-1.993632,0,-0.19012687,-0.18987264
C,0.77,0.48086689,-1.9940629,0,-0.19000891,-0.18988126
C,0.78,0.46092291,-1.9947559,0,-0.19002653,-0.18989512
C,0.79,0.44097132,-1.9955629,0,-0.18999948,-0.18991126
C,0.8,0.42101152,-1.9963836,0,-0.18988601,-0.18992767
C,0.81,0.40104374,-1.9971542,0,-0.19001649,-0.18994308
C,0.82,0.38106866,-1.9978385,0,-0.18981822,-0.18995677
C,0.83,0.36108725,-1.99842,0,-0.18983939,-0.1899684
C,0.84,0.34110056,-1.9988959,0,-0.18989597,-0.18997792
C,0.85,0.32110962,-1.9992718,0,-0.18998441,-0.18998544
C,0.86,0.30111538,-1.9995585,0,-0.189948,-0.18999117
C,0.87,0.28111868,-1.999769,0,-0.18997426,-0.18999538
C,0.88,0.26112019,-1.999917,0,-0.1900603,-0.18999834
C,0.89,0.24112049,-2.0000152,0,-0.18988036,-0.1900003
C,0.9,0.22112001,-2.0000755,0,-0.18992758,-0.19000151
C,0.91,0.20111907,-2.0001077,0,-0.18996435,-0.19000215
C,0.92,0.18111792,-2.0001202,0,-0.19001327,-0.1900024
C,0.93,0.16111671,-2.0001193,0,-0.18997528,-0.19000239
C,0.94,0.14111556,-2.0001103,0,-0.19002069,-0.19000221
C,0.95,0.12111452,-2.0000968,0,-0.18995085,-0.19000194
C,0.96,0.10111363,-2.0000814,0,-0.19001235,-0.19000163
C,0.97,0.081112894,-2.000066,0,-0.19005071,-0.19000132
C,0.98,0.061112307,-2.0000517,0,-0.18998069,-0.19000103
C,0.99,0.041111855,-2.0000391,0,-0.19007424,-0.19000078
C,1,0.02111152,-2.0000284,0,-0.1806223,-0.19000057
C,1.01,0.0065100531,-0.97955144,0,-0.10901282,-0.16959103
C,1.02,0.000706838,-0.22960107,0,-0.16594741,-0.15560526
C,1.03,0.00066167286,0.12273996,0,-0.078081369,0.16104284
C,1.04,0.0028821155,0.3114357,0,0.045369957,0.15642591
C,1.05,0.0067413584,0.45128986,0,0.10205336,0.15903782
C,1.06,0.011780195,0.54926197,0,0.12969013,0.16098693
C,1.07,0.017624229,0.61405283,0,0.14390655,0.16228152
C,1.08,0.023982106,0.65349946,0,0.15176326,0.1630702
C,1.09,0.030635229,0.67430645,0,0.15621533,0.16348627
C,1.1,0.037426042,0.68199076,0,0.15891677,0.16363993
C,1.11,0.04424635,0.68093374,0,0.16076325,0.1636188
C,1.12,0.0510265,0.67449487,0,0.16166669,0.16349004
C,1.13,0.057725872,0.66515581,0,0.16246943,0.16330328
C,1.14,0.064324876,0.65467297,0,0.16283778,0.16309367
C,1.15,0.070818449,0.64422455,0,0.16290507,0.16288474
C,1.16,0.077210956,0.63454367,0,0.16284089,0.16269118
C,1.17,0.08351234,0.62603322,0,0.16283216,0.16252103
C,1.18,0.089735315,0.61886115,0,0.1627993,0.16237764
C,1.19,0.095893416,0.61303676,0,0.16262049,0.16226121
C,1.2,0.10199973,0.60846962,0,0.16250309,0.16216991
C,1.21,0.10806611,0.60501352,0,0.16249088,0.16210083
C,1.22,0.11410283,0.60249784,0,0.16234111,0.16205054
C,1.23,0.12011841,0.60074889,0,0.16219233,0.16201558
C,1.24,0.12611968,0.59960352,0,0.16227864,0.16199269
C,1.25,0.13211192,0.59891676,0,0.1622008,0.16197896
C,1.26,0.13809908,0.59856535,0,0.1620238,0.16197194
C,1.27,0.14408398,0.59844839,0,0.16200976,0.1619696
C,1.28,0.15006855,0.59848617,0,0.1620906,0.16197036
C,1.29,0.15605402,0.59861784,0,0.16198066,0.16197299
C,1.3,0.16204109,0.59879874,0,0.16202378,0.1619766
C,1.31,0.16803008,0.59899746,0,0.16210239,0.16198058
C,1.32,0.17402105,0.5991931,0,0.16204371,0.16198449
C,1.33,0.1800139,0.59937286,0,0.16185027,0.16198808
C,1.34,0.18600844,0.59952987,0,0.16195046,0.16199122
C,1.35,0.19200443,0.59966146,0,0.16184536,0.16199385
C,1.36,0.1980016,0.59976779,0,0.16189989,0.16199597
C,1.37,0.20399972,0.59985075,0,0.16191159,0.16199763
C,1.38,0.20999856,0.59991321,0,0.16193123,0.16199888
C,1.39,0.21599793,0.59995839,0,0.16189321,0.16199978
C,1.4,0.22199768,0.59998958,0,0.16201874,0.16200041
C,1.41,0.22799769,0.60000979,0,0.16206941,0.16200081
C,1.42,0.23399785,0.60002171,0,0.16198155,0.16200105
C,1.43,0.2399981,0.6000276,0,0.16205594,0.16200117
C,1.44,0.24599839,0.60002931,0,0.1620066,0.1620012
C,1.45,0.25199868,0.60002828,0,0.1619613,0.16200118
C,1.46,0.25799895,0.60002562,0,0.1619614,0.16200113
C,1.47,0.26399919,0.60002213,0,0.16195775,0.16200106
C,1.48,0.26999939,0.60001837,0,0.16206003,0.16200098
C,1.49,0.27599955,0.60001471,0,0.16195543,0.16200091
C,1.5,0.28199968,0.60001138,0,0.15772388,0.16200084
C,1.51,0.28550705,0.12819523,0,0.12484041,0.16026425
C,1.52,0.28568428,-0.0052084584,0,0.026572458,-0.24021145
C,1.53,0.28546625,-0.052764707,0,-0.11286006,-0.1858643
C,1.54,0.28440299,-0.16252133,0,-0.14557608,-0.15712619
C,1.55,0.28221328,-0.27198607,0,-0.14985585,-0.15587379
C,1.56,0.2790099,-0.36474307,0,-0.15156739,-0.15736276
C,1.57,0.27497002,-0.43956779,0,-0.1531724,-0.15880656
C,1.58,0.27026743,-0.49775621,0,-0.15487272,-0.15995987
C,1.59,0.26505836,-0.54138868,0,-0.15638333,-0.16082976
C,1.6,0.25947659,-0.57281519,0,-0.1577037,-0.16145736
C,1.61,0.25363227,-0.59437663,0,-0.15900345,-0.16188822
C,1.62,0.24761292,-0.60823938,0,-0.1597618,-0.16216531
C,1.63,0.24148567,-0.6163058,0,-0.16053344,-0.16232656
C,1.64,0.23530015,-0.6201775,0,-0.16113453,-0.16240396
C,1.65,0.2290915,-0.62115392,0,-0.1615703,-0.16242348
C,1.66,0.2228833,-0.62025304,0,-0.16181263,-0.16240547
C,1.67,0.21669025,-0.61824447,0,-0.16202367,-0.16236532
C,1.68,0.21052045,-0.61568776,0,-0.1621276,-0.1623142
C,1.69,0.20437728,-0.6129714,0,-0.16224867,-0.1622599
C,1.7,0.19826096,-0.61034933,0,-0.16234871,-0.16220749
C,1.71,0.19216972,-0.60797335,0,-0.16223614,-0.16215999
C,1.72,0.18610063,-0.60592065,0,-0.16215846,-0.16211896
C,1.73,0.18005033,-0.60421636,0,-0.16220079,-0.16208489
C,1.74,0.17401533,-0.60285128,0,-0.16223277,-0.16205761
C,1.75,0.16799239,-0.60179545,0,-0.16214228,-0.1620365
C,1.76,0.16197862,-0.60100807,0,-0.16207559,-0.16202076
C,1.77,0.15597155,-0.60044451,0,-0.16207878,-0.1620095
C,1.78,0.14996917,-0.60006094,0,-0.16203709,-0.16200183
C,1.79,0.1439699,-0.59981711,0,-0.16203258,-0.16199696
C,1.8,0.1379725,-0.59967795,0,-0.16199255,-0.16199418
C,1.81,0.1319761,-0.59961406,0,-0.1619412,-0.1619929
C,1.82,0.12598005,-0.59960173,0,-0.16197846,-0.16199265
C,1.83,0.11998395,-0.59962247,0,-0.16201604,-0.16199307
C,1.84,0.11398754,-0.59966238,0,-0.16199186,-0.16199387
C,1.85,0.10799067,-0.5997114,0,-0.16195421,-0.16199485
C,1.86,0.1019933,-0.59976261,0,-0.16186289,-0.16199587
C,1.87,0.095995421,-0.59981153,0,-0.16196465,-0.16199685
C,1.88,0.089997078,-0.59985554,0,-0.16193629,-0.16199773
C,1.89,0.083998327,-0.59989332,0,-0.16203605,-0.16199848
C,1.9,0.077999231,-0.59992453,0,-0.16202073,-0.16199911
C,1.91,0.071999855,-0.5999494,0,-0.16200159,-0.1619996
C,1.92,0.066000259,-0.59996854,0,-0.16194079,-0.16199999
C,1.93,0.060000499,-0.59998274,0,-0.16206295,-0.16200027
C,1.94,0.054000617,-0.59999283,0,-0.16187701,-0.16200047
C,1.95,0.048000652,-0.59999965,0,-0.16194741,-0.16200061
C,1.96,0.042000632,-0.60000393,0,-0.16205192,-0.16200069
C,1.97,0.036000579,-0.60000632,0,-0.16192145,-0.16200074
C,1.98,0.03000051,-0.60000736,0,-0.16206077,-0.16200076
C,1.99,0.024000435,-0.60000749,0,-0.16195325,-0.16200076
C,2,0.018000362,-0.60000703,0,-0.15876113,-0.16200075
C,2.01,0.013869257,-0.24666544,0,-0.13395981,-0.15565357
C,2.02,0.012813583,0.0011459389,0,-0.15647128,0.2477571
C,2.03,0.012822832,-0.00046047702,0,-0.034366644,-0.24909248
C,2.04,0.012834997,0.00023079874,0,0.048149021,0.24954408
C,2.05,0.012849002,0.0030482612,0,0.099885251,0.24414656
C,2.06,0.012866255,0.0032380012,0,0.13775224,0.243794
C,2.07,0.012886687,0.00075817143,0,0.16954179,0.24851026
C,2.08,0.012909619,0.00041051481,0,0.19890592,0.24919054
C,2.09,0.012958414,0.010216518,0,0.22257098,0.23172363
C,2.1,0.013284781,0.063681285,0,0.21710023,0.17925515
C,2.11,0.014334427,0.14555734,0,0.18918737,0.15835248
C,2.12,0.016160934,0.21593344,0,0.16903835,0.15565043
C,2.13,0.018595414,0.26739932,0,0.1595308,0.15582376
C,2.14,0.021457655,0.30221713,0,0.15589007,0.15628147
C,2.15,0.024598854,0.32390742,0,0.15484134,0.15663181
C,2.16,0.027904823,0.33578323,0,0.15488683,0.15683684
C,2.17,0.03129208,0.34065811,0,0.15533865,0.15692308
C,2.18,0.034702524,0.34080231,0,0.15577435,0.15692565
C,2.19,0.03809814,0.33797614,0,0.15613197,0.1568755
C,2.2,0.041456199,0.33349303,0,0.15639364,0.15679672
C,2.21,0.044765158,0.32829266,0,0.15657593,0.15670662
C,2.22,0.048021293,0.32301396,0,0.15668576,0.15661672
C,2.23,0.051226036,0.31806238,0,0.1565474,0.15653397
C,2.24,0.054383946,0.31366853,0,0.15659623,0.15646196
C,2.25,0.057501219,0.30993732,0,0.15657335,0.15640194
C,2.26,0.060584631,0.30688749,0,0.1565578,0.15635373
C,2.27,0.063640848,0.30448241,0,0.1565297,0.15631627
C,2.28,0.06667599,0.30265333,0,0.15641283,0.15628813
C,2.29,0.069695397,0.30131615,0,0.15630852,0.15626776
C,2.3,0.072703546,0.3003831,0,0.15643259,0.15625365
C,2.31,0.075704048,0.29977028,0,0.15632094,0.15624442
C,2.32,0.078699717,0.29940222,0,0.15634871,0.1562389
C,2.33,0.081692663,0.29921405,0,0.15635441,0.15623608
C,2.34,0.084684406,0.29915223,0,0.15610159,0.15623516
C,2.35,0.087675984,0.29917412,0,0.15629252,0.15623549
C,2.36,0.090668062,0.29924695,0,0.1561805,0.15623658
C,2.37,0.09366102,0.29934655,0,0.15618564,0.15623807
C,2.38,0.096655035,0.29945581,0,0.15621304,0.1562397
C,2.39,0.099650141,0.29956332,0,0.15621193,0.15624132
C,2.4,0.10264628,0.29966202,0,0.15624839,0.1562428
C,2.41,0.10564335,0.29974814,0,0.15622928,0.15624409
C,2.42,0.10864121,0.2998202,0,0.15621241,0.15624517
C,2.43,0.11163971,0.29987828,0,0.15620611,0.15624605
C,2.44,0.11463873,0.29992344,0,0.15624072,0.15624672
C,2.45,0.11763815,0.29995725,0,0.15635634,0.15624723
C,2.46,0.12063785,0.29998152,0,0.15622872,0.1562476
C,2.47,0.12363775,0.29999807,0,0.1563598,0.15624785
C,2.48,0.12663779,0.30000859,0,0.1563153,0.156248
C,2.49,0.12963791,0.30001458,0,0.15622663,0.15624809
C,2.5,0.13263807,0.3000173,0,0.1541167,0.15624814
C,2.51,0.13438087,0.058784822,0,0.14006664,0.18203609
C,2.52,0.13444807,-3.3590144e-06,0,0.087331225,-0.24999335
C,2.53,0.13444232,-0.0031818019,0,0.0043607271,-0.24389828
C,2.54,0.13443252,0.0010057101,0,-0.048106864,0.24802879
C,2.55,0.13442088,-0.0018774618,0,-0.086494539,-0.24635225
C,2.56,0.13440518,-0.0022733173,0,-0.11829478,-0.24560064
C,2.57,0.13438931,0.00040372406,0,-0.14755429,0.24920388
C,2.58,0.13436988,-0.0041703114,0,-0.17524031,-0.24208114
C,2.59,0.13434609,-0.0012934941,0,-0.20223263,-0.24747206
C,2.6,0.13427734,-0.015739954,0,-0.22226508,-0.22330835
C,2.61,0.13385887,-0.075347047,0,-0.21187416,-0.17366562
C,2.62,0.1326968,-0.15556416,0,-0.18475968,-0.15756566
C,2.63,0.13078819,-0.22240683,0,-0.16697371,-0.15561817
C,2.64,0.12830453,-0.27092833,0,-0.15864909,-0.15586192
C,2.65,0.12541843,-0.30360857,0,-0.15552966,-0.15630279
C,2.66,0.12227113,-0.32385445,0,-0.15484206,-0.15663092
C,2.67,0.11897063,-0.33482927,0,-0.15488629,-0.1568201
C,2.68,0.1155957,-0.33920868,0,-0.15545055,-0.15689733
C,2.69,0.11220099,-0.33914655,0,-0.15569464,-0.15689623
C,2.7,0.10882212,-0.33630953,0,-0.1560385,-0.1568461
C,2.71,0.10548023,-0.33193853,0,-0.1563179,-0.15676963
C,2.72,0.10218595,-0.32691915,0,-0.15653482,-0.15668307
C,2.73,0.098942492,-0.32185166,0,-0.15669348,-0.15659715
C,2.74,0.095748281,-0.31711517,0,-0.1565974,-0.15651833
C,2.75,0.092598805,-0.31292359,0,-0.15660845,-0.15644989
C,2.76,0.089488053,-0.30937225,0,-0.15658077,-0.15639295
C,2.77,0.086409495,-0.30647548,0,-0.15658578,-0.15634727
C,2.78,0.083356742,-0.30419577,0,-0.15654788,-0.15631184
C,2.79,0.080323946,-0.30246579,0,-0.1564042,-0.15628526
C,2.8,0.077306014,-0.30120417,0,-0.15638156,-0.15626606
C,2.81,0.07429869,-0.30032652,0,-0.15644232,-0.15625279
C,2.82,0.071298545,-0.29975251,0,-0.15638647,-0.15624416
C,2.83,0.068302915,-0.29941007,0,-0.15635013,-0.15623902
C,2.84,0.065309805,-0.29923742,0,-0.15621217,-0.15623643
C,2.85,0.062317783,-0.29918366,0,-0.15628543,-0.15623563
C,2.86,0.059325873,-0.29920835,0,-0.15621246,-0.156236
C,2.87,0.056333453,-0.2992805,0,-0.15626461,-0.15623708
C,2.88,0.053340173,-0.29937727,0,-0.15625245,-0.15623853
C,2.89,0.05034587,-0.29948255,0,-0.15632795,-0.1562401
C,2.9,0.047350519,-0.29958565,0,-0.15618643,-0.15624165
C,2.91,0.044354177,-0.29967999,0,-0.15622278,-0.15624307
C,2.92,0.041356951,-0.29976209,0,-0.15623443,-0.1562443
C,2.93,0.038358973,-0.29983062,0,-0.1561985,-0.15624533
C,2.94,0.035360378,-0.29988575,0,-0.15616329,-0.15624616
C,2.95,0.032361294,-0.29992851,0,-0.15629198,-0.1562468
C,2.96,0.02936184,-0.29996046,0,-0.15617769,-0.15624728
C,2.97,0.026362113,-0.29998333,0,-0.15616012,-0.15624762
C,2.98,0.023362195,-0.29999888,0,-0.15631215,-0.15624786
C,2.99,0.020362153,-0.30000871,0,-0.15611813,-0.15624801
C,3,0.017362035,-0.30001426,0,-0.15482434,-0.15624809
C,3.01,0.015196085,-0.14157997,0,-0.1444273,-0.15872345
C,3.02,0.014472048,6.6070436e-05,0,-0.16653307,0.24986927
C,3.03,0.014464466,0.0011693312,0,-0.12149498,0.24771186
C,3.04,0.014460084,0.0018073207,0,-0.083915778,0.24648605
C,3.05,0.014455615,0.0014841377,0,-0.061731125,0.24710503
C,3.06,0.014451609,0.00028213302,0,-0.047051749,0.24944297
C,3.07,0.014448291,-0.0017737807,0,-0.035240312,-0.2465501
C,3.08,0.014446397,0.00034454511,0,-0.025173828,0.24932017
C,3.09,0.014446715,0.0018099291,0,-0.015887246,0.24648107
C,3.1,0.014447071,0.0022914115,0,-0.0066282898,0.24556643
C,3.11,0.014446188,0.0016100163,0,0.0026966484,0.24686346
C,3.12,0.014448423,0.00039056382,0,0.01163943,0.24922973
C,3.13,0.014451007,-0.0017853323,0,0.020612607,-0.24652804
C,3.14,0.014455534,0.00023020269,0,0.029489525,0.24954526
C,3.15,0.014459425,0.0011296087,0,0.038634515,0.2477887
C,3.16,0.014464387,0.0011642049,0,0.047389069,0.24772177
C,3.17,0.014469918,0.00024967688,0,0.056291587,0.24950688
C,3.18,0.01447801,-0.0013397164,0,0.06527537,-0.24738294
C,3.19,0.014482655,0.00044720586,0,0.074634004,0.24911852
C,3.2,0.014491353,0.0017873187,0,0.082989247,0.24652424
C,3.21,0.014501061,0.0022064039,0,0.091911292,0.24572727
C,3.22,0.014512821,0.0018405192,0,0.10074873,0.2464227
C,3.23,0.014524331,0.00035512405,0,0.10972259,0.24929937
C,3.24,0.014534846,0.0025723156,0,0.11834315,0.24503691
C,3.25,0.014547921,-0.00086358062,0,0.127453,-0.24830494
C,3.26,0.014562742,-0.00022624182,0,0.13602423,-0.24955306
C,3.27,0.01457848,-0.00058120086,0,0.14499383,-0.24885595
C,3.28,0.014595251,0.0030125404,0,0.15379153,0.24421309
C,3.29,0.01461248,0.00060934295,0,0.16265765,0.2488009
C,3.3,0.014631157,0.0021946881,0,0.17137578,0.24574946
C,3.31,0.014649943,0.0026486301,0,0.18015681,0.24489357
C,3.32,0.014670236,0.0021583467,0,0.18893933,0.24581832
C,3.33,0.014690536,0.00050144299,0,0.19805256,0.24901216
C,3.34,0.014712607,0.0028499464,0,0.20652195,0.24451651
C,3.35,0.014735382,0.0041155376,0,0.21525944,0.24218088
C,3.36,0.01476028,0.004482483,0,0.2240864,0.24151479
C,3.37,0.014793085,0.0047238966,0,0.23146603,0.24107926
C,3.38,0.014873739,0.014604119,0,0.23499261,0.22496278
C,3.39,0.015179959,0.051073882,0,0.2207818,0.18702773
C,3.4,0.015953599,0.10322954,0,0.19456628,0.16475161
C,3.41,0.017216436,0.14632173,0,0.17409561,0.15828521
C,3.42,0.018828476,0.17315797,0,0.16273583,0.15659622
C,3.43,0.020633778,0.18569929,0,0.15778193,0.156152
C,3.44,0.022508021,0.187678,0,0.15576712,0.15609698
C,3.45,0.024363651,0.18257329,0,0.15531314,0.15624677
C,3.46,0.026144508,0.17316842,0,0.15551735,0.15659578
C,3.47,0.027818579,0.16152653,0,0.1560634,0.15718418
C,3.48,0.029371237,0.14908899,0,0.15700991,0.15805203
C,3.49,0.030799682,0.13680727,0,0.15794874,0.15921812
C,3.5,0.032108715,0.12527442,0,0.15843389,0.16066906
C,3.51,0.032850686,0.021041419,0,0.16211969,0.2160711
C,3.52,0.03287425,0.00018162391,0,0.14282668,0.24964104
C,3.53,0.032883837,0.003194628,0,0.11112681,0.24387447
C,3.54,0.032894468,0.0023139093,0,0.092166868,0.24552391
C,3.55,0.032901422,0.0018137947,0,0.078623666,0.2464737
C,3.56,0.032907144,0.0020634355,0,0.06743861,0.24599839
C,3.57,0.032913956,-0.0015218742,0,0.057403615,-0.24703254
C,3.58,0.03291754,0.00028372659,0,0.048229762,0.24943983
C,3.59,0.032920076,-0.0020322378,0,0.03906812,-0.24605766
C,3.6,0.032922022,0.0014585438,0,0.030022312,0.24715422
C,3.61,0.032923686,0.00095062623,0,0.020876799,0.24813572
C,3.62,0.032921992,0.00093331028,0,0.01223637,0.24816936
C,3.63,0.032920844,0.0020050569,0,0.0027128965,0.24610933
C,3.64,0.032919996,-0.00081911776,0,-0.0059494928,-0.24839149
C,3.65,0.032917572,0.0020556192,0,-0.015039717,0.24601324
C,3.66,0.032915081,0.00099688344,0,-0.02395889,0.24804591
C,3.67,0.032911456,0.00078970521,0,-0.032792699,0.24844879
C,3.68,0.032906303,0.0013844414,0,-0.041856465,0.24729679
C,3.69,0.03289972,-0.0021204001,0,-0.050540074,-0.24589027
C,3.7,0.032893312,0.00037115988,0,-0.059822284,0.24926785
C,3.71,0.032884816,-0.0013208419,0,-0.068345724,-0.24741932
C,3.72,0.032874883,-0.0021476514,0,-0.077355486,-0.24583859
