group,t,q,qd,tau_ext_true,r,tau_f_true
A,4.09,0.51229486,-1.5079111,0.18753938,-0.012166854,-0.18015822
A,4.1,0.49705628,-1.5373152,0.20572484,0.0058449211,-0.1807463
A,4.11,0.48158823,-1.5541235,0.2230984,0.023168531,-0.18108247
A,4.12,0.46601099,-1.5594451,0.23959149,0.040092883,-0.1811889
A,4.13,0.45043421,-1.5542949,0.25513902,0.056338748,-0.1810859
A,4.14,0.43495797,-1.5395752,0.26967963,0.071818096,-0.1807915
A,4.15,0.41967388,-1.5160754,0.28315595,0.086639774,-0.18032151
A,4.16,0.40466619,-1.4844809,0.29551477,0.10054518,-0.17968962
A,4.17,0.39001278,-1.445389,0.30670734,0.11375012,-0.17890778
A,4.18,0.3757859,-1.3993264,0.31668947,0.12570622,-0.17798653
A,4.19,0.36205283,-1.3467672,0.32542177,0.1368891,-0.17693534
A,4.2,0.34887631,-1.2881497,0.33286978,0.14665945,-0.17576299
A,4.21,0.33631479,-1.2238909,0.33900411,0.1554651,-0.17447782
A,4.22,0.32442263,-1.1543977,0.34380054,0.16307982,-0.17308795
A,4.23,0.31325011,-1.0800773,0.34724015,0.16936351,-0.17160155
A,4.24,0.30284345,-1.001343,0.34930935,0.17447281,-0.17002686
A,4.25,0.29324463,-0.91861944,0.35,0.17837432,-0.16837239
A,4.26,0.28449135,-0.83234533,0.34930935,0.18092034,-0.16664691
A,4.27,0.27661683,-0.74297455,0.34724015,0.18228355,-0.16485953
A,4.28,0.26964968,-0.65097618,0.34380054,0.1820715,-0.16301975
A,4.29,0.26361376,-0.55683333,0.33900411,0.18080934,-0.16113812
A,4.3,0.25852802,-0.46103967,0.33286978,0.17809045,-0.15923069
A,4.31,0.25440647,-0.36408447,0.32542177,0.17402073,-0.15735049
A,4.32,0.25125858,-0.26635933,0.31668947,0.16861121,-0.15581296
A,4.33,0.24909251,-0.16749719,0.30670734,0.16131979,-0.15685858
A,4.34,0.24794102,-0.060812969,0.29551477,0.14858338,-0.18084992
A,4.35,0.24780243,-4.0064124e-05,0.28315595,0.15435063,-0.24992071
A,4.36,0.24780327,-9.0483135e-05,0.26967963,0.21074985,-0.24982101
A,4.37,0.24780671,0.0030918913,0.25513902,0.25898458,0.24406537
A,4.38,0.2478171,0.0020226047,0.23959149,0.30494329,0.24607597
A,4.39,0.24783372,0.0028014312,0.2230984,0.35320614,0.24460724
A,4.4,0.24786513,0.0074089062,0.20572484,0.40334278,0.23637593
A,4.41,0.24828642,0.094647321,0.18753938,0.40814636,0.16695568
A,4.42,0.24996028,0.2408812,0.16861379,0.370301,0.15562622
A,4.43,0.25311417,0.38708154,0.14902275,0.33860103,0.15778507
A,4.44,0.25767935,0.52243334,0.12884359,0.31409068,0.16045157
A,4.45,0.26352803,0.64355798,0.10815595,0.29308378,0.16287142
A,4.46,0.27050947,0.74900957,0.087041461,0.27311569,0.16498022
A,4.47,0.27846465,0.83848932,0.06558346,0.25343822,0.16676979
A,4.48,0.28723554,0.91241725,0.043866632,0.23366588,0.16824835
A,4.49,0.29667056,0.97162348,0.021976682,0.21358535,0.16943247
A,4.5,0.30662757,1.0171293,4.2862638e-17,0.19309152,0.17034259
A,4.51,0.31697495,1.0499996,-0.021976682,0.17239945,0.17099999
A,4.52,0.32759154,1.07125,-0.043866632,0.1514749,0.171425
A,4.53,0.33836587,1.0817956,-0.06558346,0.13027379,0.17163591
A,4.54,0.34919498,1.0824279,-0.087041461,0.10899034,0.17164856
A,4.55,0.35998321,1.073813,-0.10815595,0.087745571,0.17147626
A,4.56,0.37064096,1.0565008,-0.12884359,0.066614362,0.17113002
A,4.57,0.38108361,1.0309424,-0.14902275,0.045755697,0.17061885
A,4.58,0.39123062,0.99751037,-0.16861379,0.025119953,0.16995021
A,4.59,0.4010049,0.95651895,-0.18753938,0.0048394355,0.16913038
A,4.6,0.41033226,0.90824374,-0.20572484,-0.014817931,0.16816488
A,4.61,0.41914116,0.85293861,-0.2230984,-0.034072341,0.16705878
A,4.62,0.42736255,0.79085008,-0.23959149,-0.052668578,0.16581702
A,4.63,0.43492985,0.72222879,-0.25513902,-0.070435224,0.16444463
A,4.64,0.44177905,0.64733822,-0.26967963,-0.08741781,0.162947
A,4.65,0.44784887,0.56646083,-0.28315595,-0.10345775,0.16133042
A,4.66,0.45308095,0.47990116,-0.29551477,-0.11881607,0.15960481
A,4.67,0.4574201,0.38798068,-0.30670734,-0.13301303,0.15780228
A,4.68,0.46081423,0.2909841,-0.31668947,-0.14613072,0.15611654
A,4.69,0.46321254,0.18872045,-0.32542177,-0.15783758,0.15606947
A,4.7,0.46454712,0.076288065,-0.33286978,-0.16513405,0.17327131
A,4.71,0.46475503,-0.0010464493,-0.33900411,-0.18680886,-0.24794978
A,4.72,0.46475365,0.0010925647,-0.34380054,-0.27523075,0.24786042
A,4.73,0.46474611,-0.0015310981,-0.34724015,-0.35612982,-0.24701484
A,4.74,0.46473072,-0.00034422347,-0.34930935,-0.43829832,-0.2493208
A,4.75,0.46469832,-0.012299995,-0.35,-0.52332787,-0.22843823
A,4.76,0.46403103,-0.13933729,-0.34930935,-0.54127342,-0.15894889
A,4.77,0.46172554,-0.32267863,-0.34724015,-0.52384222,-0.15661106
A,4.78,0.45753537,-0.51371015,-0.34380054,-0.5133502,-0.16027765
A,4.79,0.4514384,-0.70302382,-0.33900411,-0.5076592,-0.16406055
A,4.8,0.44347842,-0.88576457,-0.33286978,-0.5033743,-0.16771529
A,4.81,0.43373668,-1.0591387,-0.32542177,-0.49950238,-0.17118277
A,4.82,0.42231474,-1.2217777,-0.31668947,-0.49490392,-0.17443555
A,4.83,0.40932266,-1.3732667,-0.30670734,-0.48937081,-0.17746533
A,4.84,0.39487141,-1.5137839,-0.29551477,-0.48277636,-0.18027568
A,4.85,0.37906836,-1.6438342,-0.28315595,-0.47469895,-0.18287668
A,4.86,0.36201496,-1.7640624,-0.26967963,-0.46532298,-0.18528125
A,4.87,0.34380608,-1.8751274,-0.25513902,-0.45475713,-0.18750255
A,4.88,0.32453028,-1.9776252,-0.23959149,-0.44289294,-0.1895525
A,4.89,0.30427064,-2.0720471,-0.2230984,-0.4298029,-0.19144094
A,4.9,0.28310595,-2.1587638,-0.20572484,-0.41557404,-0.19317528
A,4.91,0.2611119,-2.2380257,-0.18753938,-0.40028526,-0.19476051
A,4.92,0.23836224,-2.3099746,-0.16861379,-0.38406444,-0.19619949
A,4.93,0.21492978,-2.3746609,-0.14902275,-0.36682793,-0.19749322
A,4.94,0.19088719,-2.4320639,-0.12884359,-0.34891649,-0.19864128
A,4.95,0.16630765,-2.482111,-0.10815595,-0.32997594,-0.19964222
A,4.96,0.14126521,-2.5246976,-0.087041461,-0.31042641,-0.20049395
A,4.97,0.11583509,-2.5597029,-0.06558346,-0.29038232,-0.20119406
A,4.98,0.090093717,-2.5870046,-0.043866632,-0.26986198,-0.20174009
A,4.99,0.064118714,-2.6064903,-0.021976682,-0.24880597,-0.20212981
A,5,0.037988726,-2.618067,-8.5725276e-17,-0.22745313,-0.20236134
A,5.01,0.011783207,-2.6216675,0.021976682,-0.20574785,-0.20243335
A,5.02,-0.014417873,-2.6172563,0.043866632,-0.18387597,-0.20234513
A,5.03,-0.040534361,-2.6048321,0.06558346,-0.16206629,-0.20209664
A,5.04,-0.066486277,-2.5844307,0.087041461,-0.14016874,-0.20168861
A,5.05,-0.09219419,-2.5561259,0.10815595,-0.11823639,-0.20112252
A,5.06,-0.1175796,-2.5200295,0.12884359,-0.096769317,-0.20040059
A,5.07,-0.14256531,-2.4762915,0.14902275,-0.075283522,-0.19952583
A,5.08,-0.16707583,-2.4250987,0.16861379,-0.05415456,-0.19850197
A,5.09,-0.19103769,-2.3666742,0.18753938,-0.033510773,-0.19733348
A,5.1,-0.21437987,-2.3012755,0.20572484,-0.013440214,-0.19602551
A,5.11,-0.23703405,-2.229193,0.2230984,0.0060762454,-0.19458386
A,5.12,-0.25893499,-2.1507485,0.23959149,0.024884911,-0.19301497
A,5.13,-0.28002083,-2.0662932,0.25513902,0.043047059,-0.19132586
A,5.14,-0.30023335,-1.9762054,0.26967963,0.060308646,-0.18952411
A,5.15,-0.31951824,-1.8808893,0.28315595,0.076749272,-0.18761779
A,5.16,-0.33782536,-1.7807719,0.29551477,0.092194031,-0.18561544
A,5.17,-0.35510893,-1.6763017,0.30670734,0.1067231,-0.18352603
A,5.18,-0.37132779,-1.5679458,0.31668947,0.12012413,-0.18135892
A,5.19,-0.3864455,-1.4561883,0.32542177,0.13233326,-0.17912377
A,5.2,-0.40043056,-1.3415273,0.33286978,0.14347096,-0.17683055
A,5.21,-0.41325649,-1.2244729,0.33900411,0.15337246,-0.17448946
A,5.22,-0.42490197,-1.1055448,0.34380054,0.16213204,-0.1721109
A,5.23,-0.43535093,-0.98526983,0.34724015,0.16949477,-0.1697054
A,5.24,-0.44459258,-0.86417927,0.34930935,0.17551002,-0.16728359
A,5.25,-0.45262145,-0.74280666,0.35,0.18016067,-0.16485617
A,5.26,-0.45943743,-0.62168506,0.34930935,0.18338098,-0.1624341
A,5.27,-0.46504568,-0.50134371,0.34724015,0.18531201,-0.16003129
A,5.28,-0.46945665,-0.38229535,0.34380054,0.18598221,-0.15769371
A,5.29,-0.47268545,-0.2649285,0.33900411,0.18511013,-0.15579844
A,5.3,-0.47474717,-0.14843491,0.33286978,0.18200798,-0.15810571
A,5.31,-0.47560478,-0.017197543,0.32542177,0.16849501,-0.22124033
A,5.32,-0.47561426,0.0017861831,0.31668947,0.21544937,0.24652641
A,5.33,-0.47561257,0.00038082091,0.30670734,0.28027865,0.24924887
A,5.34,-0.47560591,-0.00040692184,0.29551477,0.33696832,-0.2491976
A,5.35,-0.47559078,0.0014148294,0.28315595,0.39208682,0.2472383
A,5.36,-0.47557058,0.0013171988,0.26967963,0.45047159,0.24742634
A,5.37,-0.47532854,0.06742931,0.25513902,0.47561862,0.17730929
A,5.38,-0.47393657,0.21378596,0.23959149,0.44228378,0.15566592
A,5.39,-0.47102967,0.36483097,0.2230984,0.41081558,0.1573644
A,5.4,-0.46666246,0.50495595,0.20572484,0.3880449,0.16010323
A,5.41,-0.4609673,0.63014378,0.18753938,0.36899614,0.16260321
A,5.42,-0.45410354,0.7386839,0.16861379,0.35151622,0.16477372
A,5.43,-0.44624056,0.83016947,0.14902275,0.33388309,0.1666034
A,5.44,-0.43754732,0.90502371,0.12884359,0.31610748,0.16810048
A,5.45,-0.42818581,0.9641593,0.10815595,0.29764017,0.16928319
A,5.46,-0.4183075,1.008734,0.087041461,0.27850905,0.17017468
A,5.47,-0.40805176,1.0399834,0.06558346,0.25875782,0.17079967
A,5.48,-0.3975457,1.0591129,0.043866632,0.2383047,0.17118226
A,5.49,-0.38690481,1.067236,0.021976682,0.21743594,0.17134472
A,5.5,-0.37623404,1.0653433,1.2858791e-16,0.19597243,0.17130687
A,5.51,-0.3656291,1.0542957,-0.021976682,0.17429267,0.17108591
A,5.52,-0.3551777,1.0348305,-0.043866632,0.15249522,0.17069661
A,5.53,-0.34496078,1.0075771,-0.06558346,0.13040109,0.17015154
A,5.54,-0.3350534,0.9730758,-0.087041461,0.10834755,0.16946152
A,5.55,-0.32552563,0.93179856,-0.10815595,0.086259516,0.16863597
A,5.56,-0.31644305,0.88416805,-0.12884359,0.064547543,0.16768336
A,5.57,-0.3078672,0.83057516,-0.14902275,0.042908986,0.16661151
A,5.58,-0.29985582,0.77139354,-0.16861379,0.021726846,0.16542789
A,5.59,-0.29246292,0.7069914,-0.18753938,0.00089774414,0.1641399
A,5.6,-0.28573884,0.63774043,-0.20572484,-0.01928483,0.1627551
A,5.61,-0.27973015,0.56402214,-0.2230984,-0.03879967,0.1612817
A,5.62,-0.27447955,0.48623112,-0.23959149,-0.0577513,0.1597306
A,5.63,-0.27002571,0.40477279,-0.25513902,-0.075711729,0.15812595
A,5.64,-0.26640331,0.32003727,-0.26967963,-0.093021613,0.15656678
A,5.65,-0.26364372,0.23223721,-0.28315595,-0.10911778,0.15560594
A,5.66,-0.26178054,0.14035383,-0.29551477,-0.12320511,0.1588452
A,5.67,-0.26089145,0.032824145,-0.30670734,-0.12897666,0.20252372
A,5.68,-0.26085191,-0.0011677051,-0.31668947,-0.17413887,-0.247715
A,5.69,-0.26085126,0.0012828213,-0.32542177,-0.25059976,0.24749265
A,5.7,-0.26085515,0.0013770175,-0.33286978,-0.32095677,0.24731108
A,5.71,-0.26086626,0.000742742,-0.33900411,-0.39202063,0.24854035
A,5.72,-0.2608854,-0.0033699428,-0.34380054,-0.46652031,-0.24354963
A,5.73,-0.26098502,-0.031371902,-0.34724015,-0.53282413,-0.20402324
A,5.74,-0.26189943,-0.16177892,-0.34930935,-0.53424461,-0.15716932
A,5.75,-0.26431804,-0.32096682,-0.35,-0.5195968,-0.15658231
A,5.76,-0.26832547,-0.47785663,-0.34930935,-0.51267893,-0.1595642
A,5.77,-0.27386081,-0.62594928,-0.34724015,-0.50969975,-0.16251935
A,5.78,-0.28081898,-0.7621873,-0.34380054,-0.50814305,-0.16524377
A,5.79,-0.28907306,-0.88512618,-0.33900411,-0.50639705,-0.16770253
A,5.8,-0.29848742,-0.99437878,-0.33286978,-0.50390604,-0.16988758
A,5.81,-0.30892616,-1.0902235,-0.32542177,-0.49995021,-0.17180447
A,5.82,-0.3202583,-1.1733156,-0.31668947,-0.49488846,-0.17346631
A,5.83,-0.33236043,-1.2444821,-0.30670734,-0.48837913,-0.17488964
A,5.84,-0.34511763,-1.3045843,-0.29551477,-0.48029709,-0.17609169
A,5.85,-0.35842344,-1.3544312,-0.28315595,-0.47087172,-0.17708862
A,5.86,-0.37217896,-1.3947325,-0.26967963,-0.45992514,-0.17789465
A,5.87,-0.38629183,-1.4260781,-0.25513902,-0.44770971,-0.17852156
A,5.88,-0.40067495,-1.4489368,-0.23959149,-0.43418468,-0.17897874
A,5.89,-0.41524535,-1.4636665,-0.2230984,-0.41960779,-0.17927333
A,5.9,-0.42992315,-1.4705313,-0.20572484,-0.40373983,-0.17941063
A,5.91,-0.4446307,-1.4697212,-0.18753938,-0.38688123,-0.17939442
A,5.92,-0.45929199,-1.4613719,-0.16861379,-0.3690556,-0.17922744
A,5.93,-0.47383214,-1.4455846,-0.14902275,-0.35009842,-0.17891169
A,5.94,-0.48817722,-1.4224421,-0.12884359,-0.33064431,-0.17844884
A,5.95,-0.50225405,-1.3920233,-0.10815595,-0.31019735,-0.17784047
A,5.96,-0.51599031,-1.3544148,-0.087041461,-0.28913076,-0.1770883
A,5.97,-0.5293146,-1.3097194,-0.06558346,-0.26738181,-0.17619439
A,5.98,-0.54215668,-1.2580634,-0.043866632,-0.2453907,-0.17516127
A,5.99,-0.55444767,-1.1996005,-0.021976682,-0.22285259,-0.17399201
B,0,0,0,0,0,0
B,0.01,-1.4259446e-05,-0.0028682451,0,-0.081823023,-0.24448231
B,0.02,-3.287224e-05,-0.00079806722,0,-0.13375885,-0.2484325
B,0.03,-5.2832836e-05,-0.00071826704,0,-0.17208573,-0.2485881
B,0.04,-7.8691708e-05,-0.0032495653,0,-0.20301931,-0.24377255
B,0.05,-0.0001503333,-0.01816975,0,-0.22486985,-0.21989457
B,0.06,-0.00063076397,-0.084593968,0,-0.21027346,-0.17010919
B,0.07,-0.0018957513,-0.1661478,0,-0.18263236,-0.15692757
B,0.08,-0.0039054577,-0.23188641,0,-0.16565431,-0.15560569
B,0.09,-0.0064759134,-0.27879769,0,-0.15809532,-0.15595474
B,0.1,-0.0094324246,-0.30985353,0,-0.15542153,-0.15640061
B,0.11,-0.01263456,-0.32862194,0,-0.15483797,-0.15671228
B,0.12,-0.015976136,-0.33832724,0,-0.15500536,-0.15688171
B,0.13,-0.019380579,-0.34166114,0,-0.15540337,-0.15694096
B,0.14,-0.022795451,-0.34076939,0,-0.1557618,-0.15692506
B,0.15,-0.026187195,-0.33729737,0,-0.15619049,-0.15686351
B,0.16,-0.029536466,-0.33245852,0,-0.15646147,-0.15677868
B,0.17,-0.032834186,-0.32710922,0,-0.15659416,-0.15668632
B,0.18,-0.036078348,-0.32182162,0,-0.15651383,-0.15659664
B,0.19,-0.039271513,-0.31694941,0,-0.15673822,-0.1565156
B,0.2,-0.042418917,-0.31268462,0,-0.15655161,-0.15644603
B,0.21,-0.045527104,-0.30910443,0,-0.15665531,-0.1563887
B,0.22,-0.048602969,-0.30620867,0,-0.15653003,-0.1563431
B,0.23,-0.051653142,-0.30394865,0,-0.15655874,-0.15630803
B,0.24,-0.054683612,-0.30224866,0,-0.15645563,-0.15628195
B,0.25,-0.057699544,-0.30102137,0,-0.15638927,-0.15626329
B,0.26,-0.060705216,-0.30017832,0,-0.15630107,-0.15625056
B,0.27,-0.063704045,-0.29963662,0,-0.15633717,-0.15624242
B,0.28,-0.066698664,-0.29932274,0,-0.15635692,-0.15623771
B,0.29,-0.069691027,-0.29917426,0,-0.15638854,-0.15623549
B,0.3,-0.07268252,-0.29914019,0,-0.15625641,-0.15623498
B,0.31,-0.075674077,-0.29918034,0,-0.15621961,-0.15623558
B,0.32,-0.078666278,-0.2992642,0,-0.15619415,-0.15623683
B,0.33,-0.081659441,-0.29936948,0,-0.1562374,-0.15623841
B,0.34,-0.084653697,-0.29948066,0,-0.15624001,-0.15624008
B,0.35,-0.087649051,-0.2995876,0,-0.15626771,-0.15624168
B,0.36,-0.090645425,-0.2996842,0,-0.15635796,-0.15624313
B,0.37,-0.093642699,-0.29976742,0,-0.15633541,-0.15624438
B,0.38,-0.096640733,-0.29983628,0,-0.1561821,-0.15624541
B,0.39,-0.099639384,-0.2998912,0,-0.15617624,-0.15624624
B,0.4,-0.10263852,-0.29993345,0,-0.15635532,-0.15624687
B,0.41,-0.10563802,-0.29996472,0,-0.15618334,-0.15624734
B,0.42,-0.10863779,-0.29998686,0,-0.15619779,-0.15624768
B,0.43,-0.11163773,-0.3000017,0,-0.15626359,-0.1562479
B,0.44,-0.1146378,-0.30001088,0,-0.15629772,-0.15624804
B,0.45,-0.11763794,-0.30001587,0,-0.15627259,-0.15624811
B,0.46,-0.12063811,-0.30001786,0,-0.15621614,-0.15624814
B,0.47,-0.12363829,-0.30001783,0,-0.15623154,-0.15624814
B,0.48,-0.12663846,-0.30001654,0,-0.1561827,-0.15624812
B,0.49,-0.12963862,-0.30001454,0,-0.15627022,-0.15624809
B,0.5,-0.13263875,-0.30001225,0,-0.15558289,-0.15624806
B,0.51,-0.13522258,-0.22118747,0,-0.15017185,-0.15562267
B,0.52,-0.13712079,-0.16189526,0,-0.15554141,-0.15716251
B,0.53,-0.13850366,-0.11711657,0,-0.15916147,-0.16195266
B,0.54,-0.13949047,-0.081746941,0,-0.16428945,-0.17113137
B,0.55,-0.14014916,-0.050465135,0,-0.17301664,-0.18745661
B,0.56,-0.14048104,-0.013814691,0,-0.18955208,-0.22613529
B,0.57,-0.14051302,-0.0023916895,0,-0.19789983,-0.24537706
B,0.58,-0.14053324,-0.0031052256,0,-0.19751798,-0.24404057
B,0.59,-0.14055386,-0.0027082703,0,-0.20222384,-0.24478171
B,0.6,-0.14057581,-0.00132879,0,-0.20932512,-0.247404
B,0.61,-0.14059894,-0.0038557843,0,-0.21713407,-0.24265539
B,0.62,-0.14062269,-0.000348713,0,-0.22604874,-0.24931197
B,0.63,-0.14064823,-0.00080132875,0,-0.2351204,-0.24842614
B,0.64,-0.1406556,-0.0024864044,0,-0.24354288,-0.24519854
B,0.65,-0.14077117,-0.025931139,0,-0.23838507,-0.21005261
B,0.66,-0.14128663,-0.079744397,0,-0.21191679,-0.17188801
B,0.67,-0.14237092,-0.13433966,0,-0.18413897,-0.15949669
B,0.68,-0.14391838,-0.17161517,0,-0.16728372,-0.15666355
B,0.69,-0.14574721,-0.19133521,0,-0.1593701,-0.15600483
B,0.7,-0.14770146,-0.19757356,0,-0.15610121,-0.15587411
B,0.71,-0.14966799,-0.19453203,0,-0.15515779,-0.15593387
B,0.72,-0.15157219,-0.18566854,0,-0.15511159,-0.15615289
B,0.73,-0.15336969,-0.17358998,0,-0.15543917,-0.15657791
B,0.74,-0.15503823,-0.16014365,0,-0.15627695,-0.1572674
B,0.75,-0.15657081,-0.14656337,0,-0.1571952,-0.15826421
B,0.76,-0.15797033,-0.13362269,0,-0.15828039,-0.1595807
B,0.77,-0.15924569,-0.12177434,0,-0.15960949,-0.161191
B,0.78,-0.16040918,-0.11126604,0,-0.16127711,-0.1630286
B,0.79,-0.16147494,-0.10222908,0,-0.16306623,-0.16498801
B,0.8,-0.1624581,-0.094740599,0,-0.16485802,-0.16692947
B,0.81,-0.16337445,-0.088861668,0,-0.16686811,-0.16868777
B,0.82,-0.1642404,-0.084652767,0,-0.16837972,-0.17008872
B,0.83,-0.16507292,-0.082165724,0,-0.16978386,-0.17097713
B,0.84,-0.16588934,-0.081411793,0,-0.17075294,-0.17125579
B,0.85,-0.16670669,-0.082312168,0,-0.17118872,-0.17092352
B,0.86,-0.16754056,-0.084651008,0,-0.17092222,-0.17008933
B,0.87,-0.16840358,-0.088061494,0,-0.17022456,-0.16894457
B,0.88,-0.16930414,-0.092065885,0,-0.1692528,-0.16770215
B,0.89,-0.1702456,-0.096159606,0,-0.16787124,-0.16653716
B,0.9,-0.17122654,-0.099902377,0,-0.16674397,-0.16555803
B,0.91,-0.17224175,-0.10298016,0,-0.16575444,-0.16481006
B,0.92,-0.17328362,-0.10522447,0,-0.16499028,-0.16429528
B,0.93,-0.17434351,-0.10659748,0,-0.16437172,-0.16399253
B,0.94,-0.17541295,-0.10715951,0,-0.16405842,-0.1638712
B,0.95,-0.17648442,-0.10703324,0,-0.163825,-0.16389833
B,0.96,-0.17755179,-0.10637266,0,-0.16388466,-0.16404149
B,0.97,-0.17861055,-0.10533983,0,-0.16404804,-0.16426949
B,0.98,-0.17965775,-0.10408918,0,-0.16419591,-0.16455254
B,0.99,-0.18069194,-0.10275799,0,-0.16456813,-0.1648624
B,1,-0.1817129,-0.10146126,0,-0.16453382,-0.16517296
B,1.01,-0.18256129,-0.068283135,0,-0.16532178,-0.17688681
B,1.02,-0.18305653,-0.029017508,0,-0.17811766,-0.20655058
B,1.03,-0.18314087,-0.001709358,0,-0.19045462,-0.24667325
B,1.04,-0.18315805,-0.0038045604,0,-0.18187394,-0.24274926
B,1.05,-0.18317597,-0.0035823304,0,-0.17880145,-0.24315763
B,1.06,-0.18319482,-0.0010660933,0,-0.17880759,-0.24791171
B,1.07,-0.18321349,-0.0010185566,0,-0.18032498,-0.24800387
B,1.08,-0.18323105,-0.0033063461,0,-0.18245884,-0.24366733
B,1.09,-0.18324994,-0.0033603598,0,-0.18469976,-0.24356735
B,1.1,-0.1832699,-0.0011277739,0,-0.18711044,-0.24779225
B,1.11,-0.18328916,-0.0012809478,0,-0.1895632,-0.24749626
B,1.12,-0.18330829,-0.0039069758,0,-0.19219161,-0.24256168
B,1.13,-0.18332884,-0.0042920447,0,-0.19462005,-0.24185986
B,1.14,-0.18334989,-0.0022964748,0,-0.19702372,-0.24555686
B,1.15,-0.1833705,-0.0027170759,0,-0.19952001,-0.2447652
B,1.16,-0.18339033,-0.00058065301,0,-0.20235134,-0.24885702
B,1.17,-0.18341219,-0.0012099556,0,-0.20453523,-0.24763333
B,1.18,-0.18343352,-0.0042342799,0,-0.20705024,-0.2419648
B,1.19,-0.18345518,8.2967788e-05,0,-0.20984796,0.24983586
B,1.2,-0.18347864,-0.0032462441,0,-0.21192254,-0.24377871
B,1.21,-0.18350087,-0.0039324682,0,-0.21444012,-0.24251505
B,1.22,-0.18352423,-0.0023123504,0,-0.21681192,-0.24552686
B,1.23,-0.18354709,-0.0030734952,0,-0.21947229,-0.24409959
B,1.24,-0.18357114,-0.0015337569,0,-0.22180762,-0.24700973
B,1.25,-0.18359538,-0.0024651607,0,-0.22412638,-0.24523855
B,1.26,-0.18361939,-0.00088325015,0,-0.22710589,-0.24826668
B,1.27,-0.1836451,-0.0019797801,0,-0.22925581,-0.2461574
B,1.28,-0.18366941,-0.00038891676,0,-0.23226203,-0.24923296
B,1.29,-0.1836985,-0.0018957707,0,-0.23417209,-0.24631735
B,1.3,-0.183723,-0.00024354268,0,-0.23766806,-0.24951897
B,1.31,-0.18376116,-0.0028952794,0,-0.23868539,-0.24443181
B,1.32,-0.18377884,-0.0050804568,0,-0.2422187,-0.24043987
B,1.33,-0.18386025,-0.013018423,0,-0.23800623,-0.22733712
B,1.34,-0.18409582,-0.037054613,0,-0.22548944,-0.1984004
B,1.35,-0.18465232,-0.074749995,0,-0.20312727,-0.17391986
B,1.36,-0.18558087,-0.10882194,0,-0.18222775,-0.16352092
B,1.37,-0.1867867,-0.12976781,0,-0.16905074,-0.16005729
B,1.38,-0.18813316,-0.13744899,0,-0.16232413,-0.15914829
B,1.39,-0.1895014,-0.13477358,0,-0.15963437,-0.15944653
B,1.4,-0.19080397,-0.12486548,0,-0.1591005,-0.16072792
B,1.41,-0.19198171,-0.11019525,0,-0.16019354,-0.16324104
B,1.42,-0.19299568,-0.092320457,0,-0.16286843,-0.16762669
B,1.43,-0.19381715,-0.071677036,0,-0.16730029,-0.17527985
B,1.44,-0.19441326,-0.046767711,0,-0.17524346,-0.19018004
B,1.45,-0.19470976,-0.0088254028,0,-0.19194234,-0.23399571
B,1.46,-0.19473242,-0.0010664113,0,-0.19396007,-0.24791109
B,1.47,-0.19475164,-0.00026707371,0,-0.18947652,-0.24947262
B,1.48,-0.19477138,-0.0020292938,0,-0.18857036,-0.24606326
B,1.49,-0.19479053,-0.0012670771,0,-0.18997105,-0.24752303
B,1.5,-0.19480992,-0.0030324772,0,-0.19152626,-0.24417595
B,1.51,-0.19482913,-0.0024398988,0,-0.18840347,-0.24528615
B,1.52,-0.19484796,-0.002512223,0,-0.1872529,-0.24514994
B,1.53,-0.19486743,-0.0033932641,0,-0.18728459,-0.2435065
B,1.54,-0.1948868,-4.452795e-05,0,-0.18779876,-0.24991187
B,1.55,-0.19490687,-0.0024371647,0,-0.18798098,-0.2452913
B,1.56,-0.19492618,-0.00050425671,0,-0.18892493,-0.24900664
B,1.57,-0.19494667,-0.004380235,0,-0.1893892,-0.2416999
B,1.58,-0.1949662,-0.0038929496,0,-0.19045473,-0.24258735
B,1.59,-0.19498522,-0.0040563655,0,-0.19103616,-0.24228876
B,1.6,-0.1950047,-7.3735584e-05,0,-0.19171395,-0.24985411
B,1.61,-0.19502502,-0.0018506823,0,-0.19233287,-0.24640331
B,1.62,-0.19504459,-0.0042269089,0,-0.19316732,-0.2419782
B,1.63,-0.19506442,-0.0024246076,0,-0.19378595,-0.24531497
B,1.64,-0.19508435,-0.0013522298,0,-0.19444732,-0.24735883
B,1.65,-0.19510466,-0.0010414802,0,-0.19515348,-0.24795941
B,1.66,-0.19512289,-0.0011478669,0,-0.19604114,-0.24775337
B,1.67,-0.19514324,-0.0022727712,0,-0.19662089,-0.24560168
B,1.68,-0.19516316,-0.0040438257,0,-0.19749287,-0.24231163
B,1.69,-0.19518394,-0.0017188588,0,-0.19803122,-0.24665508
B,1.7,-0.19520404,-1.0170238e-06,0,-0.19910762,-0.24999799
B,1.71,-0.19522531,-0.004081809,0,-0.1994134,-0.24224236
B,1.72,-0.19524513,-0.0037294944,0,-0.20033497,-0.24288699
B,1.73,-0.1952659,-0.00422385,0,-0.20103144,-0.24198376
B,1.74,-0.19528629,-0.00043749782,0,-0.20187226,-0.24913757
B,1.75,-0.19530783,-0.0024454063,0,-0.20226561,-0.24527577
B,1.76,-0.19532807,-4.1583248e-05,0,-0.20327137,-0.2499177
B,1.77,-0.19534887,-0.0033470547,0,-0.20392896,-0.24359197
B,1.78,-0.19536976,-0.0024479069,0,-0.20437456,-0.24527106
B,1.79,-0.19539062,-0.0022421682,0,-0.20521722,-0.24565957
